Symbol,Dzieñ,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2644.N,D,20110712,280.47,280.47,280.47,280.47,0,0
2644.N,D,20110713,282.46,282.46,282.46,282.46,0,0
2644.N,D,20110714,280.28,280.28,280.28,280.28,0,0
2644.N,D,20110715,280.25,280.25,280.25,280.25,0,0
2644.N,D,20110718,274.4,274.4,274.4,274.4,0,0
2644.N,D,20110719,273.51,273.51,273.51,273.51,0,0
2644.N,D,20110720,274.42,274.42,274.42,274.42,0,0
2644.N,D,20110721,276.73,276.73,276.73,276.73,0,0
2644.N,D,20110722,278.25,278.25,278.25,278.25,0,0
2644.N,D,20110725,276.9,276.9,276.9,276.9,0,0
2644.N,D,20110726,276.52,276.52,276.52,276.52,0,0
2644.N,D,20110727,273.94,273.94,273.94,273.94,0,0
2644.N,D,20110728,275.53,275.53,275.53,275.53,0,0
2644.N,D,20110729,276.54,276.54,276.54,276.54,0,0
2644.N,D,20110801,274.68,274.68,274.68,274.68,0,0
2644.N,D,20110802,271.37,271.37,271.37,271.37,0,0
2644.N,D,20110803,261.05,261.05,261.05,261.05,0,0
2644.N,D,20110804,250.9,250.9,250.9,250.9,0,0
2644.N,D,20110805,244.99,244.99,244.99,244.99,0,0
2644.N,D,20110808,234.3,234.3,234.3,234.3,0,0
2644.N,D,20110809,225.29,225.29,225.29,225.29,0,0
2644.N,D,20110810,216.68,216.68,216.68,216.68,0,0
2644.N,D,20110811,226.08,226.08,226.08,226.08,0,0
2644.N,D,20110812,232.57,232.57,232.57,232.57,0,0
2644.N,D,20110816,237.86,237.86,237.86,237.86,0,0
2644.N,D,20110817,239.55,239.55,239.55,239.55,0,0
2644.N,D,20110818,225.5,225.5,225.5,225.5,0,0
2644.N,D,20110819,225.14,225.14,225.14,225.14,0,0
2644.N,D,20110822,229.53,229.53,229.53,229.53,0,0
2644.N,D,20110823,230.53,230.53,230.53,230.53,0,0
2644.N,D,20110824,229.87,229.87,229.87,229.87,0,0
2644.N,D,20110825,229.66,229.66,229.66,229.66,0,0
2644.N,D,20110826,230.09,230.09,230.09,230.09,0,0
2644.N,D,20110829,234.92,234.92,234.92,234.92,0,0
2644.N,D,20110830,238.15,238.15,238.15,238.15,0,0
2644.N,D,20110831,243.57,243.57,243.57,243.57,0,0
2644.N,D,20110901,239.51,239.51,239.51,239.51,0,0
2644.N,D,20110902,233.24,233.24,233.24,233.24,0,0
2644.N,D,20110905,223.7,223.7,223.7,223.7,0,0
2644.N,D,20110906,224.76,224.76,224.76,224.76,0,0
2644.N,D,20110907,232.28,232.28,232.28,232.28,0,0
2644.N,D,20110908,232.29,232.29,232.29,232.29,0,0
2644.N,D,20110909,222.88,222.88,222.88,222.88,0,0
2644.N,D,20110912,214.78,214.78,214.78,214.78,0,0
2644.N,D,20110913,216.89,216.89,216.89,216.89,0,0
2644.N,D,20110914,217.55,217.55,217.55,217.55,0,0
2644.N,D,20110915,223.6,223.6,223.6,223.6,0,0
2644.N,D,20110916,224.79,224.79,224.79,224.79,0,0
2644.N,D,20110919,221.3,221.3,221.3,221.3,0,0
2644.N,D,20110920,224.67,224.67,224.67,224.67,0,0
2644.N,D,20110921,224.75,224.75,224.75,224.75,0,0
2644.N,D,20110922,211.64,211.64,211.64,211.64,0,0
2644.N,D,20110923,209.96,209.96,209.96,209.96,0,0
2644.N,D,20110926,211.22,211.22,211.22,211.22,0,0
2644.N,D,20110927,217.79,217.79,217.79,217.79,0,0
2644.N,D,20110928,217.88,217.88,217.88,217.88,0,0
2644.N,D,20110929,219.63,219.63,219.63,219.63,0,0
2644.N,D,20110930,219.94,219.94,219.94,219.94,0,0
2644.N,D,20111003,215.49,215.49,215.49,215.49,0,0
2644.N,D,20111004,210.62,210.62,210.62,210.62,0,0
2644.N,D,20111005,214.67,214.67,214.67,214.67,0,0
2644.N,D,20111006,216.94,216.94,216.94,216.94,0,0
2644.N,D,20111007,217.99,217.99,217.99,217.99,0,0
2644.N,D,20111010,223.6,223.6,223.6,223.6,0,0
2644.N,D,20111011,223.67,223.67,223.67,223.67,0,0
2644.N,D,20111012,228.39,228.39,228.39,228.39,0,0
2644.N,D,20111013,225.6,225.6,225.6,225.6,0,0
2644.N,D,20111014,228.16,228.16,228.16,228.16,0,0
2644.N,D,20111017,227.46,227.46,227.46,227.46,0,0
2644.N,D,20111018,227.17,227.17,227.17,227.17,0,0
2644.N,D,20111019,227.44,227.44,227.44,227.44,0,0
2644.N,D,20111020,221.4,221.4,221.4,221.4,0,0
2644.N,D,20111021,227.22,227.22,227.22,227.22,0,0
2644.N,D,20111024,231.99,231.99,231.99,231.99,0,0
2644.N,D,20111025,229.67,229.67,229.67,229.67,0,0
2644.N,D,20111026,228.98,228.98,228.98,228.98,0,0
2644.N,D,20111027,234.91,234.91,234.91,234.91,0,0
2644.N,D,20111028,234.57,234.57,234.57,234.57,0,0
2644.N,D,20111031,232.34,232.34,232.34,232.34,0,0
2644.N,D,20111102,229.21,229.21,229.21,229.21,0,0
2644.N,D,20111103,231.97,231.97,231.97,231.97,0,0
2644.N,D,20111104,230.22,230.22,230.22,230.22,0,0
2644.N,D,20111107,230.92,230.92,230.92,230.92,0,0
2644.N,D,20111108,231.77,231.77,231.77,231.77,0,0
2644.N,D,20111109,226.12,226.12,226.12,226.12,0,0
2644.N,D,20111110,223.94,223.94,223.94,223.94,0,0
2644.N,D,20111114,225.96,225.96,225.96,225.96,0,0
2644.N,D,20111115,224.88,224.88,224.88,224.88,0,0
2644.N,D,20111116,226.49,226.49,226.49,226.49,0,0
2644.N,D,20111117,223.54,223.54,223.54,223.54,0,0
2644.N,D,20111118,219.56,219.56,219.56,219.56,0,0
2644.N,D,20111121,214.11,214.11,214.11,214.11,0,0
2644.N,D,20111122,213.94,213.94,213.94,213.94,0,0
2644.N,D,20111123,210.41,210.41,210.41,210.41,0,0
2644.N,D,20111124,210.43,210.43,210.43,210.43,0,0
2644.N,D,20111125,210.66,210.66,210.66,210.66,0,0
2644.N,D,20111128,214.52,214.52,214.52,214.52,0,0
2644.N,D,20111129,212.71,212.71,212.71,212.71,0,0
2644.N,D,20111130,220.95,220.95,220.95,220.95,0,0
2644.N,D,20111201,219.38,219.38,219.38,219.38,0,0
2644.N,D,20111202,219.11,219.11,219.11,219.11,0,0
2644.N,D,20111205,222,222,222,222,0,0
2644.N,D,20111206,217.72,217.72,217.72,217.72,0,0
2644.N,D,20111207,218.55,218.55,218.55,218.55,0,0
2644.N,D,20111208,215.76,215.76,215.76,215.76,0,0
2644.N,D,20111209,216.79,216.79,216.79,216.79,0,0
2644.N,D,20111212,212.68,212.68,212.68,212.68,0,0
2644.N,D,20111213,213.15,213.15,213.15,213.15,0,0
2644.N,D,20111214,211.57,211.57,211.57,211.57,0,0
2644.N,D,20111215,210.31,210.31,210.31,210.31,0,0
2644.N,D,20111216,206.88,206.88,206.88,206.88,0,0
2644.N,D,20111219,205.09,205.09,205.09,205.09,0,0
2644.N,D,20111220,207.21,207.21,207.21,207.21,0,0
2644.N,D,20111221,209.16,209.16,209.16,209.16,0,0
2644.N,D,20111222,208.41,208.41,208.41,208.41,0,0
2644.N,D,20111223,209.98,209.98,209.98,209.98,0,0
2644.N,D,20111227,209.9,209.9,209.9,209.9,0,0
2644.N,D,20111228,208.31,208.31,208.31,208.31,0,0
2644.N,D,20111229,209.61,209.61,209.61,209.61,0,0
2644.N,D,20111230,208.46,208.46,208.46,208.46,0,0
2644.N,D,20120102,212.15,212.15,212.15,212.15,0,0
2644.N,D,20120103,212.8,212.8,212.8,212.8,0,0
2644.N,D,20120104,210.62,210.62,210.62,210.62,0,0
2644.N,D,20120105,208.24,208.24,208.24,208.24,0,0
2644.N,D,20120109,206.37,206.37,206.37,206.37,0,0
2644.N,D,20120110,207.82,207.82,207.82,207.82,0,0
2644.N,D,20120111,206.96,206.96,206.96,206.96,0,0
2644.N,D,20120112,209.61,209.61,209.61,209.61,0,0
2644.N,D,20120113,209.32,209.32,209.32,209.32,0,0
2644.N,D,20120116,210.53,210.53,210.53,210.53,0,0
2644.N,D,20120117,213.03,213.03,213.03,213.03,0,0
2644.N,D,20120118,214.76,214.76,214.76,214.76,0,0
2644.N,D,20120119,216.48,216.48,216.48,216.48,0,0
2644.N,D,20120120,218.06,218.06,218.06,218.06,0,0
2644.N,D,20120123,218.76,218.76,218.76,218.76,0,0
2644.N,D,20120124,218.64,218.64,218.64,218.64,0,0
2644.N,D,20120125,218.19,218.19,218.19,218.19,0,0
2644.N,D,20120126,222.55,222.55,222.55,222.55,0,0
2644.N,D,20120127,222.77,222.77,222.77,222.77,0,0
2644.N,D,20120130,223.49,223.49,223.49,223.49,0,0
2644.N,D,20120131,225.02,225.02,225.02,225.02,0,0
2644.N,D,20120201,227.61,227.61,227.61,227.61,0,0
2644.N,D,20120202,228.9,228.9,228.9,228.9,0,0
2644.N,D,20120203,229.87,229.87,229.87,229.87,0,0
2644.N,D,20120206,232.06,232.06,232.06,232.06,0,0
2644.N,D,20120207,231.38,231.38,231.38,231.38,0,0
2644.N,D,20120208,232.31,232.31,232.31,232.31,0,0
2644.N,D,20120209,230.86,230.86,230.86,230.86,0,0
2644.N,D,20120210,227.86,227.86,227.86,227.86,0,0
2644.N,D,20120213,229.78,229.78,229.78,229.78,0,0
2644.N,D,20120214,229.17,229.17,229.17,229.17,0,0
2644.N,D,20120215,230.32,230.32,230.32,230.32,0,0
2644.N,D,20120216,229.24,229.24,229.24,229.24,0,0
2644.N,D,20120217,233.81,233.81,233.81,233.81,0,0
2644.N,D,20120220,233.52,233.52,233.52,233.52,0,0
2644.N,D,20120221,233.16,233.16,233.16,233.16,0,0
2644.N,D,20120222,231.12,231.12,231.12,231.12,0,0
2644.N,D,20120223,228.91,228.91,228.91,228.91,0,0
2644.N,D,20120224,230.6,230.6,230.6,230.6,0,0
2644.N,D,20120227,230.03,230.03,230.03,230.03,0,0
2644.N,D,20120228,230.58,230.58,230.58,230.58,0,0
2644.N,D,20120229,230.31,230.31,230.31,230.31,0,0
2644.N,D,20120301,230.51,230.51,230.51,230.51,0,0
2644.N,D,20120302,230.82,230.82,230.82,230.82,0,0
2644.N,D,20120305,227.85,227.85,227.85,227.85,0,0
2644.N,D,20120306,224.43,224.43,224.43,224.43,0,0
2644.N,D,20120307,225.95,225.95,225.95,225.95,0,0
2644.N,D,20120308,228.99,228.99,228.99,228.99,0,0
2644.N,D,20120312,229.41,229.41,229.41,229.41,0,0
2644.N,D,20120313,230.73,230.73,230.73,230.73,0,0
2644.N,D,20120314,233.88,233.88,233.88,233.88,0,0
2644.N,D,20120315,234.54,234.54,234.54,234.54,0,0
2644.N,D,20120316,234.5,234.5,234.5,234.5,0,0
2644.N,D,20120319,233.05,233.05,233.05,233.05,0,0
2644.N,D,20120320,231.3,231.3,231.3,231.3,0,0
2644.N,D,20120321,231,231,231,231,0,0
2644.N,D,20120322,227.66,227.66,227.66,227.66,0,0
2644.N,D,20120323,229.36,229.36,229.36,229.36,0,0
2644.N,D,20120326,231.03,231.03,231.03,231.03,0,0
2644.N,D,20120327,232.07,232.07,232.07,232.07,0,0
2644.N,D,20120328,230.4,230.4,230.4,230.4,0,0
2644.N,D,20120329,226.99,226.99,226.99,226.99,0,0
2644.N,D,20120330,227.99,227.99,227.99,227.99,0,0
2644.N,D,20120402,229.73,229.73,229.73,229.73,0,0
2644.N,D,20120403,229.34,229.34,229.34,229.34,0,0
2644.N,D,20120404,225.99,225.99,225.99,225.99,0,0
2644.N,D,20120405,226.22,226.22,226.22,226.22,0,0
2644.N,D,20120410,223.22,223.22,223.22,223.22,0,0
2644.N,D,20120411,224.64,224.64,224.64,224.64,0,0
2644.N,D,20120412,226.93,226.93,226.93,226.93,0,0
2644.N,D,20120413,225.08,225.08,225.08,225.08,0,0
2644.N,D,20120416,225.09,225.09,225.09,225.09,0,0
2644.N,D,20120417,226.72,226.72,226.72,226.72,0,0
2644.N,D,20120418,224.91,224.91,224.91,224.91,0,0
2644.N,D,20120419,223.76,223.76,223.76,223.76,0,0
2644.N,D,20120420,222.41,222.41,222.41,222.41,0,0
2644.N,D,20120423,216.54,216.54,216.54,216.54,0,0
2644.N,D,20120424,218,218,218,218,0,0
2644.N,D,20120425,219.13,219.13,219.13,219.13,0,0
2644.N,D,20120426,221.24,221.24,221.24,221.24,0,0
2644.N,D,20120427,223.61,223.61,223.61,223.61,0,0
2644.N,D,20120430,224.21,224.21,224.21,224.21,0,0
2644.N,D,20120502,223.3,223.3,223.3,223.3,0,0
2644.N,D,20120504,221.91,221.91,221.91,221.91,0,0
2644.N,D,20120507,221.72,221.72,221.72,221.72,0,0
2644.N,D,20120508,218.48,218.48,218.48,218.48,0,0
2644.N,D,20120509,217.04,217.04,217.04,217.04,0,0
2644.N,D,20120510,218.47,218.47,218.47,218.47,0,0
2644.N,D,20120511,217.66,217.66,217.66,217.66,0,0
2644.N,D,20120514,213.27,213.27,213.27,213.27,0,0
2644.N,D,20120515,211.36,211.36,211.36,211.36,0,0
2644.N,D,20120516,211.01,211.01,211.01,211.01,0,0
2644.N,D,20120517,206.51,206.51,206.51,206.51,0,0
2644.N,D,20120518,206.66,206.66,206.66,206.66,0,0
2644.N,D,20120521,208.96,208.96,208.96,208.96,0,0
2644.N,D,20120522,210.49,210.49,210.49,210.49,0,0
2644.N,D,20120523,205.53,205.53,205.53,205.53,0,0
2644.N,D,20120524,205,205,205,205,0,0
2644.N,D,20120525,205.55,205.55,205.55,205.55,0,0
2644.N,D,20120528,206.81,206.81,206.81,206.81,0,0
2644.N,D,20120529,209.46,209.46,209.46,209.46,0,0
2644.N,D,20120530,207.9,207.9,207.9,207.9,0,0
2644.N,D,20120531,209.64,209.64,209.64,209.64,0,0
2644.N,D,20120601,206.8,206.8,206.8,206.8,0,0
2644.N,D,20120604,206.72,206.72,206.72,206.72,0,0
2644.N,D,20120605,203.56,203.56,203.56,203.56,0,0
2644.N,D,20120606,207.98,207.98,207.98,207.98,0,0
2644.N,D,20120608,211.87,211.87,211.87,211.87,0,0
2644.N,D,20120611,213.52,213.52,213.52,213.52,0,0
2644.N,D,20120612,217.39,217.39,217.39,217.39,0,0
2644.N,D,20120613,217.67,217.67,217.67,217.67,0,0
2644.N,D,20120614,217.5,217.5,217.5,217.5,0,0
2644.N,D,20120615,219.55,219.55,219.55,219.55,0,0
2644.N,D,20120618,219.31,219.31,219.31,219.31,0,0
2644.N,D,20120619,223.99,223.99,223.99,223.99,0,0
2644.N,D,20120620,223.31,223.31,223.31,223.31,0,0
2644.N,D,20120621,221.72,221.72,221.72,221.72,0,0
2644.N,D,20120622,220.86,220.86,220.86,220.86,0,0
2644.N,D,20120625,218.64,218.64,218.64,218.64,0,0
2644.N,D,20120626,221.46,221.46,221.46,221.46,0,0
2644.N,D,20120627,223.51,223.51,223.51,223.51,0,0
2644.N,D,20120628,220.84,220.84,220.84,220.84,0,0
2644.N,D,20120629,224.28,224.28,224.28,224.28,0,0
2644.N,D,20120702,223.42,223.42,223.42,223.42,0,0
2644.N,D,20120703,224.49,224.49,224.49,224.49,0,0
2644.N,D,20120704,224.5,224.5,224.5,224.5,0,0
2644.N,D,20120705,225.84,225.84,225.84,225.84,0,0
2644.N,D,20120706,225.11,225.11,225.11,225.11,0,0
2644.N,D,20120709,223.1,223.1,223.1,223.1,0,0
2644.N,D,20120710,223.16,223.16,223.16,223.16,0,0
2644.N,D,20120711,221.8,221.8,221.8,221.8,0,0
2644.N,D,20120712,220.9,220.9,220.9,220.9,0,0
2644.N,D,20120713,222.78,222.78,222.78,222.78,0,0
2644.N,D,20120716,222.9,222.9,222.9,222.9,0,0
2644.N,D,20120717,223.67,223.67,223.67,223.67,0,0
2644.N,D,20120718,223.57,223.57,223.57,223.57,0,0
2644.N,D,20120719,224.05,224.05,224.05,224.05,0,0
2644.N,D,20120720,221.69,221.69,221.69,221.69,0,0
2644.N,D,20120723,216.2,216.2,216.2,216.2,0,0
2644.N,D,20120724,217.2,217.2,217.2,217.2,0,0
2644.N,D,20120725,217.31,217.31,217.31,217.31,0,0
2644.N,D,20120726,217.95,217.95,217.95,217.95,0,0
2644.N,D,20120727,221.64,221.64,221.64,221.64,0,0
2644.N,D,20120730,223.28,223.28,223.28,223.28,0,0
2644.N,D,20120731,222.56,222.56,222.56,222.56,0,0
2644.N,D,20120801,222.56,222.56,222.56,222.56,0,0
2644.N,D,20120802,220.63,220.63,220.63,220.63,0,0
2644.N,D,20120803,224.58,224.58,224.58,224.58,0,0
2644.N,D,20120806,226.86,226.86,226.86,226.86,0,0
2644.N,D,20120807,226.82,226.82,226.82,226.82,0,0
2644.N,D,20120808,226.5,226.5,226.5,226.5,0,0
2644.N,D,20120809,229.95,229.95,229.95,229.95,0,0
2644.N,D,20120810,229.25,229.25,229.25,229.25,0,0
2644.N,D,20120813,229.11,229.11,229.11,229.11,0,0
2644.N,D,20120816,231.81,231.81,231.81,231.81,0,0
2644.N,D,20120817,229.45,229.45,229.45,229.45,0,0
2644.N,D,20120820,228.23,228.23,228.23,228.23,0,0
2644.N,D,20120821,229.88,229.88,229.88,229.88,0,0
2644.N,D,20120822,228.77,228.77,228.77,228.77,0,0
2644.N,D,20120823,228.52,228.52,228.52,228.52,0,0
2644.N,D,20120824,228.89,228.89,228.89,228.89,0,0
2644.N,D,20120827,228.27,228.27,228.27,228.27,0,0
2644.N,D,20120828,227.71,227.71,227.71,227.71,0,0
2644.N,D,20120829,226.97,226.97,226.97,226.97,0,0
2644.N,D,20120830,226.05,226.05,226.05,226.05,0,0
2644.N,D,20120831,228.73,228.73,228.73,228.73,0,0
2644.N,D,20120903,229.38,229.38,229.38,229.38,0,0
2644.N,D,20120904,228.29,228.29,228.29,228.29,0,0
2644.N,D,20120905,229.62,229.62,229.62,229.62,0,0
2644.N,D,20120906,231.69,231.69,231.69,231.69,0,0
2644.N,D,20120907,234.36,234.36,234.36,234.36,0,0
2644.N,D,20120910,234.96,234.96,234.96,234.96,0,0
2644.N,D,20120911,235.23,235.23,235.23,235.23,0,0
2644.N,D,20120912,235.35,235.35,235.35,235.35,0,0
2644.N,D,20120913,235.77,235.77,235.77,235.77,0,0
2644.N,D,20120914,241.17,241.17,241.17,241.17,0,0
2644.N,D,20120917,240.25,240.25,240.25,240.25,0,0
2644.N,D,20120918,240.9,240.9,240.9,240.9,0,0
2644.N,D,20120919,241.65,241.65,241.65,241.65,0,0
2644.N,D,20120920,239.51,239.51,239.51,239.51,0,0
2644.N,D,20120921,239.37,239.37,239.37,239.37,0,0
2644.N,D,20120924,238.69,238.69,238.69,238.69,0,0
2644.N,D,20120925,239.82,239.82,239.82,239.82,0,0
2644.N,D,20120926,238.01,238.01,238.01,238.01,0,0
2644.N,D,20120927,240.05,240.05,240.05,240.05,0,0
2644.N,D,20120928,239.42,239.42,239.42,239.42,0,0
2644.N,D,20121001,241.95,241.95,241.95,241.95,0,0
2644.N,D,20121002,242.4,242.4,242.4,242.4,0,0
2644.N,D,20121003,242.07,242.07,242.07,242.07,0,0
2644.N,D,20121004,240.64,240.64,240.64,240.64,0,0
2644.N,D,20121005,243.96,243.96,243.96,243.96,0,0
2644.N,D,20121008,243.29,243.29,243.29,243.29,0,0
2644.N,D,20121009,241.99,241.99,241.99,241.99,0,0
2644.N,D,20121010,243.31,243.31,243.31,243.31,0,0
2644.N,D,20121011,243.66,243.66,243.66,243.66,0,0
2644.N,D,20121012,242.37,242.37,242.37,242.37,0,0
2644.N,D,20121015,243.11,243.11,243.11,243.11,0,0
2644.N,D,20121016,245.4,245.4,245.4,245.4,0,0
2644.N,D,20121017,245.25,245.25,245.25,245.25,0,0
2644.N,D,20121018,246.68,246.68,246.68,246.68,0,0
2644.N,D,20121019,242.02,242.02,242.02,242.02,0,0
2644.N,D,20121022,241.7,241.7,241.7,241.7,0,0
2644.N,D,20121023,238.84,238.84,238.84,238.84,0,0
2644.N,D,20121024,239.91,239.91,239.91,239.91,0,0
2644.N,D,20121025,239.94,239.94,239.94,239.94,0,0
2644.N,D,20121026,239.49,239.49,239.49,239.49,0,0
2644.N,D,20121029,238.76,238.76,238.76,238.76,0,0
2644.N,D,20121030,239.47,239.47,239.47,239.47,0,0
2644.N,D,20121031,239.83,239.83,239.83,239.83,0,0
2644.N,D,20121102,241.17,241.17,241.17,241.17,0,0
2644.N,D,20121105,241.09,241.09,241.09,241.09,0,0
2644.N,D,20121106,241.83,241.83,241.83,241.83,0,0
2644.N,D,20121107,239.89,239.89,239.89,239.89,0,0
2644.N,D,20121108,240.35,240.35,240.35,240.35,0,0
2644.N,D,20121109,239.21,239.21,239.21,239.21,0,0
2644.N,D,20121112,239.43,239.43,239.43,239.43,0,0
2644.N,D,20121113,240.41,240.41,240.41,240.41,0,0
2644.N,D,20121114,241.59,241.59,241.59,241.59,0,0
2644.N,D,20121115,241.65,241.65,241.65,241.65,0,0
2644.N,D,20121116,240.83,240.83,240.83,240.83,0,0
2644.N,D,20121119,244.52,244.52,244.52,244.52,0,0
2644.N,D,20121120,245.28,245.28,245.28,245.28,0,0
2644.N,D,20121121,244.45,244.45,244.45,244.45,0,0
2644.N,D,20121122,243.98,243.98,243.98,243.98,0,0
2644.N,D,20121123,244.96,244.96,244.96,244.96,0,0
2644.N,D,20121126,245.82,245.82,245.82,245.82,0,0
2644.N,D,20121127,246.1,246.1,246.1,246.1,0,0
2644.N,D,20121128,245.88,245.88,245.88,245.88,0,0
2644.N,D,20121129,246.94,246.94,246.94,246.94,0,0
2644.N,D,20121130,247.81,247.81,247.81,247.81,0,0
2644.N,D,20121203,249.21,249.21,249.21,249.21,0,0
2644.N,D,20121204,250.6,250.6,250.6,250.6,0,0
2644.N,D,20121205,251.61,251.61,251.61,251.61,0,0
2644.N,D,20121206,253.52,253.52,253.52,253.52,0,0
2644.N,D,20121207,251.83,251.83,251.83,251.83,0,0
2644.N,D,20121210,253.61,253.61,253.61,253.61,0,0
2644.N,D,20121211,256.84,256.84,256.84,256.84,0,0
2644.N,D,20121212,258.05,258.05,258.05,258.05,0,0
2644.N,D,20121213,257.64,257.64,257.64,257.64,0,0
2644.N,D,20121214,259.12,259.12,259.12,259.12,0,0
2644.N,D,20121217,259.92,259.92,259.92,259.92,0,0
2644.N,D,20121218,262.21,262.21,262.21,262.21,0,0
2644.N,D,20121219,265.08,265.08,265.08,265.08,0,0
2644.N,D,20121220,263.64,263.64,263.64,263.64,0,0
2644.N,D,20121221,262.42,262.42,262.42,262.42,0,0
2644.N,D,20121227,264.09,264.09,264.09,264.09,0,0
2644.N,D,20121228,262.88,262.88,262.88,262.88,0,0
2644.N,D,20130102,266.15,266.15,266.15,266.15,0,0
2644.N,D,20130103,266.76,266.76,266.76,266.76,0,0
2644.N,D,20130104,264.98,264.98,264.98,264.98,0,0
2644.N,D,20130107,263.28,263.28,263.28,263.28,0,0
2644.N,D,20130108,262.77,262.77,262.77,262.77,0,0
2644.N,D,20130109,262.93,262.93,262.93,262.93,0,0
2644.N,D,20130110,263.11,263.11,263.11,263.11,0,0
2644.N,D,20130111,262.95,262.95,262.95,262.95,0,0
2644.N,D,20130114,263.21,263.21,263.21,263.21,0,0
2644.N,D,20130115,261.89,261.89,261.89,261.89,0,0
2644.N,D,20130116,264.9,264.9,264.9,264.9,0,0
2644.N,D,20130117,265.79,265.79,265.79,265.79,0,0
2644.N,D,20130118,266.91,266.91,266.91,266.91,0,0
2644.N,D,20130121,267.96,267.96,267.96,267.96,0,0
2644.N,D,20130122,267.64,267.64,267.64,267.64,0,0
2644.N,D,20130123,267.56,267.56,267.56,267.56,0,0
2644.N,D,20130124,269.12,269.12,269.12,269.12,0,0
2644.N,D,20130125,267.25,267.25,267.25,267.25,0,0
2644.N,D,20130128,264.42,264.42,264.42,264.42,0,0
2644.N,D,20130129,264.62,264.62,264.62,264.62,0,0
2644.N,D,20130130,262.01,262.01,262.01,262.01,0,0
2644.N,D,20130131,261.93,261.93,261.93,261.93,0,0
2644.N,D,20130201,263.36,263.36,263.36,263.36,0,0
2644.N,D,20130204,261.08,261.08,261.08,261.08,0,0
2644.N,D,20130205,261.47,261.47,261.47,261.47,0,0
2644.N,D,20130206,258.89,258.89,258.89,258.89,0,0
2644.N,D,20130207,259.38,259.38,259.38,259.38,0,0
2644.N,D,20130208,261.16,261.16,261.16,261.16,0,0
2644.N,D,20130211,261.04,261.04,261.04,261.04,0,0
2644.N,D,20130212,260.59,260.59,260.59,260.59,0,0
2644.N,D,20130213,261.11,261.11,261.11,261.11,0,0
2644.N,D,20130214,260.15,260.15,260.15,260.15,0,0
2644.N,D,20130215,261.13,261.13,261.13,261.13,0,0
2644.N,D,20130218,261.43,261.43,261.43,261.43,0,0
2644.N,D,20130219,261.68,261.68,261.68,261.68,0,0
2644.N,D,20130220,259.64,259.64,259.64,259.64,0,0
2644.N,D,20130221,258.18,258.18,258.18,258.18,0,0
2644.N,D,20130222,258.55,258.55,258.55,258.55,0,0
2644.N,D,20130225,260.47,260.47,260.47,260.47,0,0
2644.N,D,20130226,258.27,258.27,258.27,258.27,0,0
2644.N,D,20130227,260.18,260.18,260.18,260.18,0,0
2644.N,D,20130228,260.55,260.55,260.55,260.55,0,0
2644.N,D,20130301,260.66,260.66,260.66,260.66,0,0
2644.N,D,20130304,259.36,259.36,259.36,259.36,0,0
2644.N,D,20130305,261.98,261.98,261.98,261.98,0,0
2644.N,D,20130306,263.27,263.27,263.27,263.27,0,0
2644.N,D,20130307,263.53,263.53,263.53,263.53,0,0
2644.N,D,20130308,265.52,265.52,265.52,265.52,0,0
2644.N,D,20130311,264.02,264.02,264.02,264.02,0,0
2644.N,D,20130312,264.36,264.36,264.36,264.36,0,0
2644.N,D,20130313,263.48,263.48,263.48,263.48,0,0
2644.N,D,20130314,264.63,264.63,264.63,264.63,0,0
2644.N,D,20130315,264.07,264.07,264.07,264.07,0,0
2644.N,D,20130318,261.94,261.94,261.94,261.94,0,0
2644.N,D,20130319,259.07,259.07,259.07,259.07,0,0
2644.N,D,20130320,259.45,259.45,259.45,259.45,0,0
2644.N,D,20130321,257.09,257.09,257.09,257.09,0,0
2644.N,D,20130322,254.41,254.41,254.41,254.41,0,0
2644.N,D,20130325,251.38,251.38,251.38,251.38,0,0
2644.N,D,20130326,252.56,252.56,252.56,252.56,0,0
2644.N,D,20130327,255.05,255.05,255.05,255.05,0,0
2644.N,D,20130328,254.61,254.61,254.61,254.61,0,0
2644.N,D,20130402,256,256,256,256,0,0
2644.N,D,20130403,252.2,252.2,252.2,252.2,0,0
2644.N,D,20130404,252.72,252.72,252.72,252.72,0,0
2644.N,D,20130405,252.06,252.06,252.06,252.06,0,0
2644.N,D,20130408,251.73,251.73,251.73,251.73,0,0
2644.N,D,20130409,252.4,252.4,252.4,252.4,0,0
2644.N,D,20130410,254.12,254.12,254.12,254.12,0,0
2644.N,D,20130411,257.12,257.12,257.12,257.12,0,0
2644.N,D,20130412,256.3,256.3,256.3,256.3,0,0
2644.N,D,20130415,251.8,251.8,251.8,251.8,0,0
2644.N,D,20130417,247.59,247.59,247.59,247.59,0,0
2644.N,D,20130418,244.31,244.31,244.31,244.31,0,0
2644.N,D,20130419,244.97,244.97,244.97,244.97,0,0
2644.N,D,20130422,244.8,244.8,244.8,244.8,0,0
2644.N,D,20130423,243.96,243.96,243.96,243.96,0,0
2644.N,D,20130424,245.5,245.5,245.5,245.5,0,0
2644.N,D,20130425,246.11,246.11,246.11,246.11,0,0
2644.N,D,20130426,247.54,247.54,247.54,247.54,0,0
2644.N,D,20130429,248.72,248.72,248.72,248.72,0,0
2644.N,D,20130430,249.84,249.84,249.84,249.84,0,0
2644.N,D,20130502,249.34,249.34,249.34,249.34,0,0
2644.N,D,20130506,251.99,251.99,251.99,251.99,0,0
